van,Transporter,38223
heavy,schwer,38220
mommy,Mama,38167
dogs,Hunde,38164
wild,wild,38162
ridiculous,lächerlich,38121
simply,einfach,38100
lee,Lee,38047
animal,Tier,38036
showed,zeigte,38007
billy,Kochgeschirr,37951
shooting,Schießen,37914
keeps,hält,37914
camp,Lager,37907
guns,guns,37893
medical,medizinisch,37844
shame,Schande,37793
hoping,"Hoffnung,",37769
whom,wem,37735
bird,Vogel,37711
majesty,Majestät,37699
flowers,Blumen,37699
famous,berühmt,37634
asleep,schlafend,37535
beauty,Schönheit,37515
driver,Treiber,37474
keys,Schlüssel,37443
rain,Regen,37417
awful,schrecklich,37405
large,groß,37373
local,lokal,37344
deserve,verdienen,37283
goddamn,gottverdammt,37270
stone,Stein,37203
jane,jane,37198
grace,Anmut,37180
consider,Erwägen,37165
weekend,Wochenende,37115
wondering,fragen,37023
lay,legen,36984
plenty,reichlich,36941
willing,bereit,36938
pants,Hose,36916
sweetheart,Schatz,36907
skin,Haut,36861
excellent,Ausgezeichnet,36849
asshole,Arschloch,36844
beach,Strand,36841
c,c,36830
faith,Vertrauen,36815
beg,bitten,36807
fuckin,verdammt,36802
responsible,verantwortlich,36781
military,Militär-,36733
cheering,Jubel,36723
opportunity,Gelegenheit,36711
common,verbreitet,36698
bottom,Unterseite,36680
german,Deutsche,36610
whoever,wer auch immer,36535
cook,Koch,36531
walked,ging,36528
papers,Papiere,36502
justice,Gerechtigkeit,36481
hall,Halle,36354
commander,Kommandant,36345
drug,Arzneimittel,36316
main,Main,36292
knife,Messer,36197
devil,Teufel,36189
necessary,notwendig,36124
although,obwohl,36046
princess,Prinzessin,36046
lights,Lichter,36039
flying,fliegend,36023
dick,dick,35996
rose,Rose,35942
knowing,wissend,35876
clearly,deutlich,35837
hat,Hut,35828
agreed,einverstanden,35752
johnny,johnny,35735
corner,Ecke,35734
code,Code,35711
note,Hinweis,35701
tommy,tommy,35690
due,fällig,35669
correct,richtig,35595
apologize,entschuldigen,35587
language,Sprache,35569
stars,Sterne,35549
faster,schneller,35547
cars,Autos,35472
folks,Leute,35431
bullshit,Bullshit,35397
i.,ich.,35384
fellow,Gefährte,35335
several,mehrere,35232
grandma,Oma,35216
shows,zeigt an,35209
leader,Führer,35155
leaves,Blätter,35150
restaurant,Restaurant,35126
east,Osten,35109
shouting,schreien,35108
blind,blind,35066
ghost,Geist,35051
cup,Tasse,35016
gotten,bekommen,35001
tight,fest,34972
conversation,Konversation,34935
tells,erzählt,34873
lies,Lügen,34827
nor,Noch,34821
pulled,zog,34816
hanging,hängend,34808
speed,Geschwindigkeit,34794
stories,Geschichten,34792
health,Gesundheit,34788
advice,Rat,34773
held,gehaltenen,34733
uh-huh,nichts da,34672
murdered,ermordet,34599
beyond,darüber hinaus,34595
rule,Regel,34517
hardly,kaum,34482
possibly,möglicherweise,34442
inspector,Inspektor,34442
cousin,Cousin,34395
trial,Versuch,34375
emergency,Notfall,34359
ought,sollen,34342
eddie,eddie,34314
somehow,irgendwie,34291
hearing,Hören,34211
states,Zustände,34128
account,Konto,34088
spoke,gesprochen,34035
file,Datei,33969
understood,verstanden,33953
angel,Engel,33922
tape,Band,33904
milk,Milch,33863
powerful,mächtig,33854
weapons,Bewaffnung,33779
practice,trainieren,33775
manager,Manager,33775
pardon,Pardon,33755
vote,Abstimmung,33737
jake,jake,33704
national,National,33697
career,Werdegang,33682
minister,Minister,33653
super,Super,33639
taught,unterrichtet,33613
robert,Robert,33595
biggest,größte,33564
plays,Theaterstücke,33550
natural,natürlich,33540
dancing,Tanzen,33491
copy,Kopieren,33489
plus,Plus,33414
martin,martin,33293
cake,Kuchen,33256
freedom,Freiheit,33196
among,unter,33190
breath,Atem,33176
operation,Betrieb,33161
chris,chris,33139
crew,Besatzung,33113
challenge,Herausforderung,33099
